ID,y_hat
21256,0.4016862770140379
14589,0.2382990225177706
19988,0.4291988349757458
21287,0.657935678222164
12418,0.6216879608444815
6697,0.5046134447243004
28143,0.6891708389510859
27404,0.5955307423255068
10924,0.41962402257996095
4267,0.7451723695741994
1152,0.4798800945828085
873,0.4922823972424424
10340,0.27799243497289555
6379,0.2801984198994634
9125,0.6128473118305084
17588,0.5817339369242821
4668,0.0415808171785828
21741,0.5401346568414048
4632,0.4333739541453679
29767,0.5091637385840985
20297,0.21961458800111378
22317,0.49349527770356477
27019,0.023836354630775863
17165,0.5432964680088374
15814,0.3686705240976759
7190,0.5986001517326086
28379,0.5395612004278211
5795,0.2289491589231637
14913,0.5361431217994841
23956,0.22274005396392751
2292,0.2751539259932624
16761,0.43709482804387584
26063,0.5055629909158147
17823,0.4652398954961196
19199,0.5014350336937501
24342,0.42253412531232937
19341,0.6529335423582533
2829,0.6271570443081753
28054,0.29639983798212105
13176,0.5804518365578589
17241,0.68469334191994
18148,0.577971003873937
19602,0.27035650248058635
23197,0.5222866060715051
1114,0.5249895126496641
24407,0.352599867293171
21052,0.5429027082730997
28166,0.4100746727971116
12104,0.3300707134866319
2757,0.6692298996025556
17493,0.7314401192429628
4779,0.23015543823618023
21893,0.290547330823839
3136,0.6441098381790228
15531,0.5716621227569334
5968,0.3136798459871403
17149,0.7565921277040073
28021,0.3623289659669479
19743,0.5382148415920256
7550,0.47821915653327923
29839,0.41555956205716943
12100,0.4864146647455288
462,0.4961812747733087
11303,0.5876886979193336
24701,0.6322955053674341
6454,0.352468478770774
24176,0.5281448516360738
13868,0.8016005591898517
7274,0.4103036771544466
11384,0.4413701039365255
18517,0.5681481645055306
28702,0.5291222687466292
29908,0.4665676573967463
9026,0.47922872150440227
21620,0.2786984774870634
10713,0.613556764688585
6921,0.23055830422095358
9550,0.08138150296769413
26006,0.7821976287203173
19652,0.2184507856426594
9628,0.3247173903380116
6735,0.5496630882143452
7221,0.3291693666844569
18379,0.4483505102563323
2834,0.2861553981435057
6010,0.5500526529483499
1934,0.3908305290609258
11944,0.5703480411273715
19237,0.38128526995639495
12497,0.503550601965479
18784,0.588990172940477
4897,0.6671425970321403
18854,0.2798463524009138
13688,0.5561457799368199
1045,0.17149038490089077
14027,0.684176544348604
15794,0.5976360284712884
17740,0.6106396304324476
29363,0.26699479276624366
23499,0.6660095564734919
15257,0.5900677167437812
4373,0.39682005646047713
9207,0.4472724242087908
2998,0.2761821941508846
29331,0.37796595018669993
27055,0.5567905994530088
17902,0.6422782731455646
3558,0.6839947896709319
20324,0.5059851724153349
24378,0.32923542986605764
20733,0.4027204516993536
571,0.4846044448743318
11420,0.780018510229417
16211,0.5150134816340227
15343,0.46983199184593044
19056,0.29572069850366867
22021,0.4502334633224437
16002,0.575467911520401
15625,0.6589393072140508
17324,0.6142202596677674
7688,0.5247739175027175
16003,0.5576588359873792
16692,0.4222185771052716
17558,0.36314641504836725
21663,0.6809607254958813
9825,0.29466911799815254
24368,0.4335035829295839
22006,0.503576543132968
6123,0.5024439572374031
10550,0.3784215421540506
25631,0.532464932103154
21814,0.16873776524377637
17635,0.29788141598972034
17301,0.06132168944060623
17690,0.49217028516726474
21906,0.5708976218858063
29368,0.5138487296972966
15841,0.4492512330478385
22998,0.5096100485488867
5267,0.5867076986013323
6233,0.6658251826323089
27267,0.6792454787178991
29748,0.7339797748369187
18880,0.5598928039817174
7517,0.5446049466189155
20559,0.5521002805690967
14451,0.4017993580434332
28869,0.6819797928513377
3268,0.7083457039711
28739,0.6295893461520671
15688,0.3692534350887688
2977,0.5034102351995777
19991,0.5292652630208136
3945,0.555843590896446
7761,0.5204567693758556
29421,0.3814149574562376
19468,0.5279815099370929
1060,0.6154032867192681
472,0.6552390618822038
2486,0.5093324858507686
489,0.5071419289622584
22666,0.3986255490895902
29812,0.5551714806802367
22534,0.2786103080051814
607,0.30364363420757484
22132,0.5491252029664119
8568,0.40671533841093915
4686,0.40217673587022523
23590,0.6098040754852457
22414,0.5156299450977669
20307,0.5032759148849024
22098,0.6964714307548278
15561,0.6599033383968068
7154,0.39047966733255873
19230,0.46572645601689233
4478,0.430965143181737
10273,0.4567125740944147
21192,0.4566619736841185
23989,0.5607866876042485
19520,0.34067539650371953
22435,0.5008464031048928
5730,0.4547095357048245
11300,0.5182133139098645
23756,0.31700624221284196
19618,0.49855438187780815
25616,0.5756133618062231
3132,0.7949600961224327
24097,0.2790846218611495
8100,0.6339988224546104
23636,0.3034384429393971
29140,0.43671657621710547
4593,0.4942525786709145
13381,0.5457565890789401
12936,0.39801470789915117
19715,0.27627274906290356
12869,0.5152992798460226
7925,0.41017387569574476
12146,0.41680475679142753
13374,0.3523620633172459
21841,0.3622878591051107
26119,0.05889092790478082
3188,0.7011318087244266
28128,0.5514458627959079
17571,0.13339608211718754
1357,0.6767911438746186
22177,0.35258320621684164
9802,0.6622830328115326
3706,0.5768435821177388
28465,0.5055182318362276
16729,0.5358888139022445
10873,0.5761437270162465
16968,0.3499463484853525
25755,0.5133159443192925
8965,0.6080176218709377
29988,0.38846193961397807
21450,0.6334560557976281
18759,0.30534581617299406
23108,0.2887160945762267
10435,0.6405395809353136
338,0.6631654450826803
26009,0.4894899292410077
27022,0.28471128182668265
13268,0.23501230187319141
22850,0.6867157336852708
19885,0.3031220640475428
27284,0.06623191402439282
27398,0.38035972557645126
1337,0.21175462605182901
23154,0.38824469723425165
7725,0.42437341817498747
19670,0.36571500332652046
18280,0.4097130133159867
7876,0.3084847161785837
12609,0.5607591388503191
16905,0.6184941352607333
6374,0.5449047249460512
10330,0.3226529910352367
8209,0.5373855277142745
5029,0.2975305971380441
6655,0.08058714103268505
8659,0.36791580503998245
8446,0.5373067585573873
14815,0.3648547344447455
11128,0.35542983822468033
28928,0.4256225945792642
19239,0.5216305911056258
1241,0.7935888337454456
8960,0.3580022430669772
9109,0.4225578266743028
547,0.5629910479610092
13626,0.4875038699386918
3585,0.5066456780992221
1132,0.30041723680930743
22738,0.200146713172656
17852,0.5936774378949288
4549,0.6271665492396803
3030,0.07300557942579634
27473,0.3777291506952372
7668,0.36668643151360164
7349,0.21478125997263584
20103,0.6481016049486209
18406,0.5263420425009088
6979,0.5492586962913973
23930,0.1292528100811453
20942,0.5195152846733998
6122,0.6120562855279997
12633,0.34531829359662175
24468,0.6982100069141222
23403,0.0430966123653937
9924,0.4577386028201256
21751,0.5443480529999035
10820,0.40506460391010374
6568,0.31211553988434904
28382,0.5803137120467009
7790,0.45571942289107326
23330,0.492012347805443
17560,0.30377020212699835
22100,0.4409034917707697
9686,0.7083162539936033
5307,0.31861744635349093
16738,0.3661153522973286
20990,0.38271596113621054
7475,0.09015060079833158
15486,0.09757635172990796
9725,0.42423042033140584
17086,0.5043377906226694
3357,0.34872199449597346
8068,0.5372978293504479
1713,0.28422531594206807
97,0.4917067574877514
12788,0.46316834097057846
8219,0.4770471405398656
26296,0.7122584515447246
20775,0.5142817819195736
23500,0.5592397599020756
2300,0.26909209654785404
15201,0.4863603962994168
15714,0.45846011140123055
21485,0.4936633116112225
29940,0.42055512360251995
856,0.5664577890446895
3715,0.5032595503900853
19775,0.5404914918361792
23390,0.5100741220215408
23625,0.618911310090532
22683,0.3904300588209759
23235,0.43351180685423407
9640,0.4445115082817737
27072,0.5424058464082671
6780,0.4951081829264543
8949,0.28160884137641057
26178,0.543155228809387
24650,0.27012378954897853
23277,0.5307436470291361
15753,0.4390594888558849
8234,0.5160992098618301
27982,0.5062818646820474
22521,0.42493624378365963
20333,0.5949255218462567
17566,0.5399787062567575
5150,0.48838208275864387
12862,0.633080771344534
10927,0.2747390217622807
19046,0.529473232248722
3973,0.31045187660239293
23124,0.4563237026055566
24886,0.5431548858679331
19901,0.3363670467163095
8326,0.6350081050966147
20336,0.3617615649811645
9836,0.37408436876392814
20441,0.48399096456385315
23287,0.17755767683366389
386,0.5076386784919523
29325,0.4920074551695839
23147,0.5041746038530267
14140,0.42008998667590536
17552,0.057117606089485795
22551,0.44054602735029946
16064,0.5548830063023171
19357,0.6620026262422242
20634,0.7233346613254584
1838,0.5017710731160209
3977,0.22931773333648944
2712,0.3827548277651287
12440,0.47151158103378893
15191,0.6798307447960816
22096,0.23202430945522887
24930,0.5130678592336039
16661,0.6602837884441194
22002,0.5530326288181117
28661,0.2549370993989475
19657,0.6195887618380866
10122,0.3440332764302995
4767,0.6167719848799355
7893,0.18546161997988064
1446,0.5936497244287238
12698,0.2749319532959013
3582,0.4844735821943537
2457,0.2761710024844563
13234,0.659441785240016
9474,0.5119753435869742
28277,0.5600034597509856
7203,0.5091795663583766
7606,0.49711680409653075
13464,0.3411132078035204
19051,0.34996649721989126
15960,0.4177334079761261
4831,0.2761678422018727
13496,0.7627084905695175
8104,0.5101933485239784
28746,0.28044604931564016
27100,0.654048659729277
3625,0.30809825558419535
16683,0.6473811595532101
7270,0.6553597258931217
13956,0.3339609320988279
12004,0.5940042831675587
23111,0.3978723007046812
13775,0.361776998118658
10802,0.424423884676564
5182,0.587386166490911
6040,0.5341391649726527
12719,0.49024388244878087
13270,0.32271537976241804
8557,0.4941967918679464
2229,0.6273511916148907
18902,0.2455995812988241
3143,0.762774430115012
14819,0.5503153137517707
604,0.6162672246312906
16645,0.3453189490779778
17730,0.4510835867939345
7032,0.31352540086897546
17454,0.4547196944690886
7726,0.39474017661404587
6218,0.6011622476986657
10203,0.37779796626225687
8788,0.5254338198677923
21265,0.13971782710970662
28559,0.6662384427359599
25450,0.4393102095293239
11995,0.44395191971419345
22593,0.5648054155015982
23517,0.2642499525481809
8048,0.3642330047247688
16056,0.6361652652104164
3888,0.5417788892461094
25490,0.6544979460087644
13290,0.23247424297935124
21730,0.25784049877831916
23169,0.3629979827579737
5623,0.24742536718563998
20802,0.1754287612110589
21279,0.3776981575162078
17505,0.4565258928907885
374,0.6513694222399447
8634,0.6165806290814843
13190,0.6597205281155674
16596,0.4155873193060364
24772,0.682698956313919
23905,0.6361599733801698
2205,0.4401115882432584
21343,0.6512835696369047
13164,0.49440998842398387
13001,0.38870055107518914
4691,0.43111380844249597
26300,0.24518756785256868
14267,0.6328752110641561
23941,0.49155083758543777
268,0.4442995611462079
20548,0.5075495961410595
13094,0.547862405989789
10192,0.6847659920531193
18702,0.5025148245131669
18075,0.501599827707918
4909,0.4894524313191919
6615,0.6255604337333375
18421,0.22197564736880812
4278,0.6849107200410655
11811,0.3528263430727645
17756,0.5554177023395938
27953,0.5575652492173818
2592,0.33353044976831464
3852,0.4654010316793289
3599,0.3963503594396968
25873,0.2710155226220558
13440,0.549777889044313
39,0.5793176272726394
11489,0.3514674923043068
16362,0.006404326146933166
17643,0.4293623154756248
11532,0.3181706993957975
22637,0.5809629063432525
5530,0.48754490706402104
16585,0.5299229629978758
10419,0.3102157067306964
1248,0.5219937576111537
25700,0.3548651645842445
22609,0.3876099931441295
15247,0.4668504624799263
4202,0.6254102070027188
14195,0.5012818659305694
10248,0.6443953694118983
13822,0.13672486259826613
13134,0.6620168486884651
12156,0.4250624850937083
16647,0.28654291715946195
7753,0.3300267862125423
20605,0.39615120456588904
7872,0.2051446373330669
19497,0.7279258508548002
29639,0.46296258022899267
19586,0.5856991255699048
3023,0.30287989358031453
14196,0.2500644460975731
26191,0.5301638777537719
5404,0.2749968965508107
10961,0.6046007752238335
25615,0.4559554033805912
23427,0.4338380403118564
2268,0.5086329795709849
17424,0.3019713916532314
3083,0.6340447146539004
18074,0.27831693304909727
9996,0.46209797057504914
23931,0.43182653832090884
14709,0.5810099721013812
125,0.6154997255407485
11624,0.55944335188964
26995,0.34808681365462374
9260,0.5366661153050074
27234,0.21400216041403142
4610,0.4203880661770971
10014,0.6099060905541038
8650,0.5597869942979713
3475,0.49774709707023673
14808,0.2718693482604684
6007,0.25180293374355256
25630,0.3817373546123097
11599,0.6959783857560154
22348,0.35252987504897754
13120,0.418470176230084
2771,0.5907948220061867
11027,0.5477667183010962
13292,0.3434420352219186
15010,0.5461717209778164
18651,0.38459174786335654
2912,0.5364226844190637
27833,0.4285302503520301
423,0.5127700618682102
8684,0.4145418276473265
1715,0.288318483637724
2748,0.3215291855958457
25844,0.28391863452183913
3547,0.802003657556813
8090,0.38463738554688337
7247,0.32463952545229924
24631,0.3821379810826948
16649,0.42562866123133203
8366,0.7388153657790992
851,0.5071767981720221
20318,0.6441085533047929
28832,0.44753396345182916
9325,0.2754141179077763
28355,0.45436989518590987
23063,0.3435622726916179
2820,0.527056266387384
14073,0.8380497899818763
24123,0.4388817528395916
18827,0.5379440670585642
6314,0.28640540869583636
19585,0.733738346085841
4961,0.559547637409144
2812,0.5586145761385363
9182,0.06320689076497375
12553,0.3359162465189445
27367,0.3586702359058238
29337,0.31026305701421425
20529,0.4900093918042981
16882,0.39911587927440567
24947,0.5577227464305334
25465,0.4119014744513551
16721,0.32509385712920724
4604,0.6357623083517906
4649,0.7775173483932677
23216,0.458278031011843
24995,0.6661394723109493
11858,0.6739979682397627
14906,0.4636982809086628
7737,0.5872152416623915
3082,0.3346777343345893
3805,0.7713178945596412
26540,0.7857126749940213
21209,0.5221733062747737
1563,0.6107767834370028
6966,0.5953607625472576
22130,0.2314366553363613
6535,0.4722919111833428
3434,0.5357324060498132
12445,0.49494966256916867
10000,0.43366263878682926
841,0.4100717163153573
731,0.20318876141635814
13273,0.4458393492218427
23060,0.3576655356210705
7729,0.612577289285478
22600,0.5079460635122501
16545,0.49353762651831107
25587,0.5317664629881091
2991,0.4912343993918709
27929,0.5743841753176239
29317,0.4936223551117574
21156,0.5425056506062629
15270,0.673486677595447
6441,0.3781861292144981
19561,0.5428670581831807
2495,0.5176835801254559
13271,0.3385585670941392
2889,0.6539363560700407
8583,0.4442333620444792
29273,0.6320280564419511
11226,0.46826266926215815
13970,0.49505303345338686
16342,0.8665665713842695
23728,0.4231562461414577
23212,0.504660633954015
21005,0.5543595503298564
26003,0.7620982945064961
19411,0.506994450024455
18365,0.3720459606626301
3692,0.2682637773327555
16399,0.44015674061840143
17755,0.5315449733828757
2260,0.029009821207727268
27303,0.12174051634397813
8011,0.7212537866730826
27178,0.28563662072626467
26289,0.5875105656357399
13528,0.4231239926335905
23626,0.40167714138544763
24974,0.31441819796248077
5127,0.6724483355250395
10823,0.38966595342141125
3663,0.4703057760318839
2963,0.4403030766737151
25413,0.6153309206080787
7605,0.7855903513910253
12987,0.4279120552379539
12994,0.4925200658204658
10886,0.5509089292398143
9753,0.4718067726498008
27406,0.31849661837177523
11146,0.5091940061060111
17343,0.48394961004110654
23218,0.5158908771690286
4370,0.6860860002481287
22756,0.6837957492411753
9946,0.5984316018590258
25459,0.6712237729551674
14597,0.4217342643448749
22970,0.2721066710873004
19052,0.5400025421824731
20045,0.47360120853818705
773,0.2457570120695877
16634,0.49682091316018867
417,0.4806922980840495
1816,0.37059190117572
23812,0.2513977274072093
28510,0.3470164719625705
2101,0.4034921364460622
24345,0.6439763417184938
19232,0.3426577575031065
14439,0.46931021630244585
18999,0.44896384172856935
18685,0.5371491926277051
8020,0.3962199218843434
16816,0.5699356443454163
18284,0.35297442666390505
12652,0.5228221424209765
2302,0.3175386868008791
11100,0.7007928817325073
4203,0.47288817075842005
8824,0.28534073039751434
11529,0.39598368303976345
8268,0.5636644082446801
6794,0.7350475148210308
7535,0.8019772348749464
8369,0.6672055550477518
16450,0.44925517172269513
20112,0.3215534129213998
19091,0.4221704345009156
20392,0.4079144808191524
18864,0.4920199888299579
18500,0.2797824187659947
6182,0.47362606623838
17789,0.4344806987430383
10022,0.5057748747741614
12670,0.504595078552565
195,0.5858888133921346
29264,0.0764167522648798
14325,0.3648188213380752
27774,0.6629361664776622
18501,0.4639198456138056
4010,0.5115375749147899
3128,0.3351806478629646
19725,0.3689140933673543
28895,0.7417009000292626
12195,0.4648933632295762
8499,0.5730633877053166
5259,0.6913118615494785
11509,0.32730677096858657
11435,0.6870873443113168
12305,0.2914164427933423
19568,0.5039302798859191
13765,0.5286675532656754
27862,0.6044496233435597
7695,0.6036158783085622
6567,0.5599613412937877
17928,0.42531111282623635
21059,0.60768468582186
4821,0.48931702646485054
20593,0.4972260877118524
11229,0.46385333740384943
26231,0.655692651796796
4036,0.4982104736149819
21953,0.5720173450252396
7277,0.5050752752440161
20554,0.4690153178452714
20276,0.4634394441072128
3517,0.589795964449172
13475,0.4987919038686359
20077,0.4034682746505777
10921,0.277222817762428
12839,0.6650067379505297
19073,0.591187497584722
3844,0.15749218531838804
18039,0.506994627992925
9682,0.5189916510298764
17400,0.5188712460399033
21312,0.487308691576587
14416,0.36081713363779877
459,0.8172657893563079
5832,0.6499989299425118
11596,0.2565633242084807
8283,0.12334146912830903
20012,0.5950154939828264
17724,0.5010528471697177
25035,0.4936022754083467
900,0.5601830031037623
2926,0.46673880997966966
15676,0.5831044740886818
6381,0.3507149926156979
19922,0.4166363437602712
14652,0.2671666727819613
24415,0.4550686440538509
19332,0.4998908142579312
18668,0.4411100599889332
7656,0.2562283873629904
7094,0.5433649198093455
9356,0.5047209300915708
27900,0.22654514769242926
3107,0.5516073337278119
25201,0.5108688473538849
12999,0.5325873021358308
20044,0.488269646473307
24327,0.3234137246772221
29863,0.5020369832376331
7056,0.5729754014906213
11598,0.4167941763567809
17878,0.495133498974446
19866,0.5071760500359035
12168,0.48696586727916474
19153,0.520305889984166
2794,0.46152113778134085
22537,0.3718292191902508
21053,0.5027174212605588
23591,0.6408161482150038
26508,0.5845341796293435
23604,0.6590503646474342
17618,0.5229653481040581
19574,0.4992272330764491
19084,0.5011843328331851
5245,0.3571995621431883
19235,0.6031387705192829
23355,0.3410884514345731
6539,0.11975751175434148
10600,0.01078458254116924
17209,0.2885875034498754
1011,0.5310468553125722
8487,0.47653039780244005
22396,0.518823310943867
20976,0.559836573027291
17800,0.4352043747123207
29133,0.49544067021352883
11638,0.3247981149446002
25368,0.3051755060324548
21631,0.606598028317855
28588,0.6676715714435723
21770,0.6432392438196993
24430,0.20311906557144055
14820,0.39217932514534404
25036,0.4026884947083182
24333,0.2696179339187354
7089,0.46727819306935386
23407,0.5512435835890114
11051,0.33945765227194064
8049,0.45020458482409875
19606,0.5056913206076336
10099,0.4839369994470144
14224,0.470426782398408
12035,0.7896021249838241
8977,0.262842190483124
15910,0.521287247849113
14055,0.5996383754863688
23957,0.5596043307921308
2422,0.5763387906380903
17598,0.4738326548469975
28982,0.352871806926301
18291,0.7377728353448476
29968,0.16037330831159666
16962,0.3578766347599882
